43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,42,40,0,22,22,22,22,22,22,22,22,0,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,42,40,20,40,40,40,40,40,40,40,40,20,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,42,40,0,40,40,40,40,40,40,40,40,0,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,42,40,20,40,40,40,40,40,40,40,40,20,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,42,42,42,42,42,81,40,81,81,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,42,42,42,42,42,42,42,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,42,40,40,40,42,40,40,40,42,41,41,43
43,41,41,42,42,42,42,40,40,40,40,40,40,42,42,42,42,41,41,41,41,41,42,81,40,81,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,41,41,41,42,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,42,81,40,40,81,42,41,41,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,43
43,41,41,41,41,41,42,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,42,81,40,40,81,42,41,41,41,41,41,41,42,42,42,42,42,42,40,40,40,40,40,42,42,41,41,43
43,41,41,41,41,42,42,40,40,40,40,40,40,42,42,41,41,41,41,41,41,41,42,81,40,40,81,42,41,41,41,41,41,41,41,41,41,41,41,42,40,40,40,40,40,42,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,42,81,40,40,81,42,41,41,41,41,41,41,41,41,41,41,41,42,40,40,40,40,40,42,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,42,81,40,40,81,42,41,41,41,41,41,41,41,41,41,41,41,42,40,40,40,40,40,42,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43,43,43,81,81,81,81,43,43,43,41,41,41,41,41,41,41,41,41,42,40,40,40,40,40,42,41,41,41,43
43,43,43,43,43,43,40,40,40,40,40,40,40,40,43,43,43,43,43,43,43,43,40,40,40,40,40,40,43,43,43,43,43,43,43,43,43,43,43,43,40,40,40,40,40,43,43,43,43,43
43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43
43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43
